name,location,line,votes,clears,createdAt,lastConfirmedAt
"Delayed train","South Station","Middleborough-Lakeville Line - Outbound",0,0,2015-03-10T20:32:51.601Z,2015-03-10T20:32:51.601Z
"Train standing by at station","Harvard Square","Red Line - Northbound",0,0,2015-06-29T21:02:09.360Z,2015-06-29T21:02:09.360Z
"Normal conditions","Porter Square","Red Line - Northbound",2,0,2015-02-26T12:47:20.105Z,2015-02-26T12:57:03.819Z
"Overcrowded train","Tufts Medical Center","Orange Line - Northbound",1,0,2015-02-26T22:42:01.204Z,2015-02-26T22:59:01.287Z
"Train standing by at station","Central Square","Red Line - Southbound",0,0,2015-03-24T21:36:11.316Z,2015-03-24T21:36:11.316Z
"Train stopped between stations","Harvard Square","Red Line - Southbound",0,0,2015-06-22T13:42:02.666Z,2015-06-22T13:42:02.666Z
"Delayed train","Oak Grove","Orange Line - Northbound",1,0,2015-03-16T12:25:20.622Z,2015-03-16T12:25:20.663Z
"Normal conditions","Porter Square","Red Line - Northbound",0,0,2015-07-22T11:40:31.090Z,2015-07-22T11:40:31.090Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-03-17T21:24:33.820Z,2015-03-17T21:42:12.679Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-04-01T21:25:59.862Z,2015-04-01T21:25:59.862Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-25T20:32:25.515Z,2015-02-25T20:44:41.943Z
"Overcrowded platform","Back Bay","Orange Line - Northbound",1,0,2015-05-01T21:10:05.377Z,2015-05-01T21:16:43.853Z
"Normal conditions","North Quincy","Red Line - Northbound",0,0,2015-03-29T23:15:13.391Z,2015-03-29T23:15:13.391Z
"Train too crowded to board","Kendall","Red Line - Northbound",0,0,2015-07-29T21:25:31.663Z,2015-07-29T21:25:31.663Z
"Delayed train","Tufts Medical Center","Orange Line - Northbound",1,0,2015-03-05T23:35:05.824Z,2015-03-05T23:41:59.964Z
"Overcrowded platform","Park Street","Green Line D - Westbound",0,0,2015-05-04T12:50:36.940Z,2015-05-04T12:50:36.940Z
"Train too crowded to board","State Street","Orange Line - Northbound",2,1,2015-03-17T21:56:55.905Z,2015-03-17T22:09:39.118Z
"Delayed train","Green Street","Orange Line - Northbound",0,0,2015-03-09T13:05:06.194Z,2015-03-09T13:05:06.194Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-02-28T04:56:45.438Z,2015-02-28T04:56:45.438Z
"Delayed train","Haymarket","Green Line E - Westbound",1,0,2015-03-18T13:11:33.226Z,2015-03-18T13:28:32.380Z
"Normal conditions","Quincy Center","Red Line - Southbound",0,0,2015-03-06T15:19:11.094Z,2015-03-06T15:19:11.094Z
"Delayed train","South Station","Worcester Line - Inbound",0,0,2015-03-04T23:06:49.790Z,2015-03-04T23:06:49.790Z
"Delayed train","Shawmut","Red Line - Southbound",0,0,2015-04-27T22:46:50.811Z,2015-04-27T22:46:50.811Z
"Train standing by at station","Downtown Crossing","Red Line - Southbound",0,0,2015-03-23T22:41:56.358Z,2015-03-23T22:41:56.358Z
"Train too crowded to board","Malden Center","Orange Line - Northbound",1,0,2015-02-26T15:40:59.326Z,2015-02-26T15:41:05.722Z
"Delayed train","State Street","Orange Line - Northbound",0,0,2015-06-16T20:51:46.081Z,2015-06-16T20:51:46.081Z
"Overcrowded train","Downtown Crossing","Red Line - Southbound",1,0,2015-03-02T20:39:13.283Z,2015-03-02T20:42:09.444Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-03-04T02:27:02.762Z,2015-03-04T02:27:02.762Z
"Delayed train","Assembly","Orange Line - Northbound",1,0,2015-03-03T23:21:59.725Z,2015-03-03T23:22:46.310Z
"Normal conditions","Charles/MGH","Red Line - Southbound",0,0,2015-06-02T21:22:25.392Z,2015-06-02T21:22:25.392Z
"Overcrowded platform","Back Bay","Orange Line - Northbound",4,1,2015-02-25T22:07:50.511Z,2015-02-25T22:23:36.281Z
"Train stopped between stations","Kendall","Red Line - Southbound",0,0,2015-05-15T21:05:51.997Z,2015-05-15T21:05:51.997Z
"Police action","Park Street","Red Line - Northbound",1,0,2015-03-15T16:48:41.871Z,2015-03-15T16:49:37.469Z
"Train stopped between stations","Park Street","Red Line - Northbound",1,0,2015-03-03T00:45:20.581Z,2015-03-03T00:49:40.748Z
"Overcrowded platform","Central Square","Red Line - Southbound",17,7,2015-02-25T12:53:45.819Z,2015-02-25T14:48:26.192Z
"Delayed train","Tufts Medical Center","Orange Line - Northbound",0,0,2015-03-13T00:37:07.232Z,2015-03-13T00:37:07.232Z
"Train standing by at station","Oak Grove","Orange Line - Southbound",0,0,2015-04-28T21:33:05.612Z,2015-04-28T21:33:05.612Z
"Train too crowded to board","North Station","Orange Line - Southbound",0,0,2015-07-22T13:10:53.714Z,2015-07-22T13:10:53.714Z
"Delayed train","Downtown Crossing","Red Line - Northbound",2,2,2015-02-25T13:09:31.500Z,2015-02-25T13:30:46.148Z
"Overcrowded train","Chinatown","Orange Line - Southbound",0,0,2015-03-03T22:36:24.510Z,2015-03-03T22:36:24.510Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-03-30T19:28:27.642Z,2015-03-30T19:28:27.642Z
"Train standing by at station","Park Street","Red Line - Southbound",0,0,2015-08-18T00:06:56.222Z,2015-08-18T00:06:56.222Z
"Overcrowded platform","Porter Square","Red Line - Northbound",0,0,2015-02-25T13:00:18.156Z,2015-02-25T13:00:18.156Z
"Overcrowded train","Central Square","Red Line - Northbound",1,0,2015-03-05T22:21:56.286Z,2015-03-05T22:30:03.995Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-04-08T11:53:00.338Z,2015-04-08T11:53:00.338Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",0,0,2015-06-22T21:32:05.691Z,2015-06-22T21:32:05.691Z
"Delayed train","Savin Hill","Red Line - Northbound",0,0,2015-03-29T12:43:08.759Z,2015-03-29T12:43:08.759Z
"Normal conditions","Back Bay","Orange Line - Northbound",1,0,2015-03-02T21:28:52.817Z,2015-03-02T21:46:30.132Z
"Normal conditions","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-06-07T15:53:08.583Z,2015-06-07T15:53:08.583Z
"Delayed train","Davis","Red Line - Southbound",2,0,2015-03-04T13:06:00.343Z,2015-03-04T13:07:53.505Z
"Delayed train","Kendal Green","Fitchburg Line - Inbound",0,0,2015-03-05T12:12:06.969Z,2015-03-05T12:12:06.969Z
"Normal conditions","Charles/MGH","Red Line - Southbound",0,0,2015-05-11T13:35:36.738Z,2015-05-11T13:35:36.738Z
"Normal conditions","South Station","Red Line - Northbound",0,0,2015-04-06T21:12:41.092Z,2015-04-06T21:12:41.092Z
"Train stopped between stations","Porter Square","Red Line - Northbound",1,0,2015-03-10T23:45:31.375Z,2015-03-10T23:46:29.620Z
"Delayed train","North Station","Lowell Line - Outbound",0,0,2015-03-30T22:24:59.579Z,2015-03-30T22:24:59.579Z
"Train stopped between stations","Park Street","Red Line - Southbound",0,0,2015-02-25T22:28:32.262Z,2015-02-25T22:28:32.262Z
"Normal conditions","Broadway","Red Line - Northbound",0,0,2015-02-24T23:34:02.027Z,2015-02-24T23:34:02.027Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-27T22:29:38.967Z,2015-02-27T22:30:51.141Z
"Delayed train","Davis","Red Line - Southbound",1,0,2015-02-27T12:32:39.779Z,2015-02-27T12:37:19.784Z
"Overcrowded platform","North Station","Green Line E - Westbound",1,0,2015-03-13T12:38:23.844Z,2015-03-13T12:49:44.846Z
"Overcrowded train","Kendall","Red Line - Northbound",0,0,2015-04-06T22:29:54.471Z,2015-04-06T22:29:54.471Z
"Delayed train","Quincy Adams","Red Line - Northbound",0,0,2015-05-04T11:51:50.378Z,2015-05-04T11:51:50.378Z
"Overcrowded platform","Park Street","Red Line - Northbound",0,1,2015-03-06T22:56:00.867Z,2015-03-06T22:56:00.867Z
"Delayed bus","Washington St & E Newton St","SL5 - Inbound",1,0,2015-03-13T01:07:03.762Z,2015-03-13T01:07:07.143Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,0,2015-05-11T20:57:36.357Z,2015-05-11T20:57:36.357Z
"Train stopped between stations","Central Square","Red Line - Northbound",0,1,2015-05-18T22:29:31.352Z,2015-05-18T22:29:31.352Z
"Overcrowded train","Central Square","Red Line - Southbound",1,0,2015-03-04T13:16:30.470Z,2015-03-04T13:23:33.818Z
"Train too crowded to board","Wellington","Orange Line - Southbound",11,0,2015-02-26T12:47:01.127Z,2015-02-26T13:11:15.221Z
"Delayed train","Park Street","Green Line B - Westbound",0,0,2015-07-28T05:21:33.723Z,2015-07-28T05:21:33.723Z
"Overcrowded platform","State Street","Orange Line - Northbound",6,0,2015-04-07T21:16:30.390Z,2015-04-07T21:40:15.247Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",0,0,2015-04-24T20:52:15.823Z,2015-04-24T20:52:15.823Z
"Overcrowded platform","Central Square","Red Line - Southbound",3,0,2015-04-16T12:31:52.147Z,2015-04-16T12:54:11.251Z
"Train standing by at station","Alewife","Red Line - Southbound",0,0,2015-04-08T21:46:19.914Z,2015-04-08T21:46:19.914Z
"Train stopped between stations","JFK/UMass","Red Line - Southbound",0,0,2015-02-25T23:21:43.862Z,2015-02-25T23:21:43.862Z
"Overcrowded train","South Station","Red Line - Northbound",0,0,2015-03-24T21:47:05.507Z,2015-03-24T21:47:05.507Z
"Delayed train","Harvard Square","Red Line - Southbound",2,0,2015-02-27T12:30:29.446Z,2015-02-27T12:31:41.928Z
"Delayed train","Kendall","Red Line - Northbound",1,0,2015-03-18T21:32:49.500Z,2015-03-18T21:32:59.264Z
"Normal conditions","Kendall","Red Line - Southbound",0,0,2015-03-11T01:25:23.553Z,2015-03-11T01:25:23.553Z
"Delayed train","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-06T21:47:13.152Z,2015-03-06T21:47:13.152Z
"Disabled train","Andrew","Red Line - Northbound",10,4,2015-02-25T13:03:13.673Z,2015-02-25T14:25:45.920Z
"Delayed train","Quincy Center","Red Line - Northbound",0,0,2015-02-28T21:40:22.659Z,2015-02-28T21:40:22.659Z
"Normal conditions","Park Street","Red Line - Northbound",1,0,2015-05-27T00:19:22.185Z,2015-05-27T00:19:27.682Z
"Train standing by at station","Charles/MGH","Red Line - Southbound",0,0,2015-03-12T13:00:36.537Z,2015-03-12T13:00:36.537Z
"Disabled train","Chinatown","Orange Line - Southbound",0,0,2015-03-03T14:47:56.555Z,2015-03-03T14:47:56.555Z
"Train stopped between stations","Harvard Square","Red Line - Southbound",0,1,2015-05-12T22:28:44.266Z,2015-05-12T22:28:44.266Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-04-13T16:46:00.190Z,2015-04-13T16:46:00.190Z
"Normal conditions","JFK/UMass","Red Line - Northbound",0,0,2015-02-26T14:32:23.431Z,2015-02-26T14:32:23.431Z
"Train stopped between stations","Hynes Convention Center","Green Line B - Eastbound",1,0,2015-03-03T13:55:40.099Z,2015-03-03T13:56:12.331Z
"Delayed train","Charles/MGH","Red Line - Southbound",0,0,2015-04-24T21:20:03.828Z,2015-04-24T21:20:03.828Z
"Overcrowded platform","Oak Grove","Orange Line - Southbound",1,0,2015-05-07T12:47:36.577Z,2015-05-07T12:49:12.600Z
"Normal conditions","Ashmont","Red Line - Northbound",1,0,2015-04-15T01:13:07.016Z,2015-04-15T01:13:09.834Z
"Train too crowded to board","Wollaston","Red Line - Northbound",0,0,2015-03-06T12:38:26.837Z,2015-03-06T12:38:26.837Z
"Train too crowded to board","Kendall","Red Line - Northbound",2,1,2015-02-25T23:15:34.062Z,2015-02-25T23:32:10.166Z
"Train too crowded to board","Malden Center","Orange Line - Southbound",0,1,2015-03-03T12:32:51.794Z,2015-03-03T12:32:51.794Z
"Delayed train","Stony Brook","Orange Line - Northbound",0,0,2015-03-18T14:46:50.185Z,2015-03-18T14:46:50.185Z
"Normal conditions","Riverside","Green Line D - Eastbound",0,0,2015-05-15T12:57:05.784Z,2015-05-15T12:57:05.784Z
"Delayed train","Tufts Medical Center","Orange Line - Northbound",1,0,2015-03-03T23:54:05.406Z,2015-03-04T00:00:00.895Z
"Delayed train","Harvard Square","Red Line - Southbound",0,1,2015-05-13T21:13:53.944Z,2015-05-13T21:13:53.944Z
"Train too crowded to board","North Station","Green Line E - Westbound",0,0,2015-03-03T13:56:32.659Z,2015-03-03T13:56:32.659Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-02-28T19:30:36.463Z,2015-02-28T19:30:36.463Z
"Train stopped between stations","Downtown Crossing","Red Line - Southbound",0,0,2015-04-08T22:31:12.536Z,2015-04-08T22:31:12.536Z
"Delayed train","Kendall","Red Line - Southbound",0,0,2015-03-03T16:44:55.482Z,2015-03-03T16:44:55.482Z
"Train too crowded to board","South Station","Red Line - Southbound",1,0,2015-03-25T21:34:12.389Z,2015-03-25T21:34:21.084Z
"Overcrowded platform","Cleveland Circle","Green Line C - Eastbound",1,0,2015-04-17T11:49:47.151Z,2015-04-17T12:01:27.590Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-03-20T21:12:44.648Z,2015-03-20T21:12:44.648Z
"Delayed train","State","Blue Line - Northbound",0,0,2015-07-21T20:26:48.334Z,2015-07-21T20:26:48.334Z
"Delayed train","Shawmut","Red Line - Northbound",0,1,2015-02-27T13:07:32.722Z,2015-02-27T13:07:32.722Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",1,0,2015-02-25T23:35:09.072Z,2015-02-25T23:36:17.058Z
"Delayed train","Back Bay","Orange Line - Southbound",0,0,2015-02-26T13:46:40.466Z,2015-02-26T13:46:40.466Z
"Normal conditions","Alewife","Red Line - Southbound",0,0,2015-03-24T22:06:23.286Z,2015-03-24T22:06:23.286Z
"Normal conditions","Kenmore","Green Line C - Westbound",0,0,2015-04-03T21:51:42.008Z,2015-04-03T21:51:42.008Z
"Train standing by at station","North Quincy","Red Line - Northbound",0,1,2015-03-25T18:56:47.195Z,2015-03-25T18:56:47.195Z
"Train standing by at station","Charles/MGH","Red Line - Northbound",0,1,2015-03-11T11:36:23.948Z,2015-03-11T11:36:23.948Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,1,2015-02-26T14:33:04.424Z,2015-02-26T14:33:04.424Z
"Delayed train","North Quincy","Red Line - Northbound",0,0,2015-06-15T13:40:38.876Z,2015-06-15T13:40:38.876Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-02-25T22:21:50.673Z,2015-02-25T22:21:50.673Z
"Train stopped between stations","Wellington","Orange Line - Northbound",0,0,2015-07-07T23:54:07.899Z,2015-07-07T23:54:07.899Z
"Normal conditions","State Street","Orange Line - Southbound",1,0,2015-02-27T12:09:13.607Z,2015-02-27T12:15:26.298Z
"Train standing by at station","North Station","Orange Line - Southbound",0,0,2015-08-18T10:59:24.446Z,2015-08-18T10:59:24.446Z
"Police action","Back Bay","Orange Line - Northbound",0,0,2015-05-24T20:09:29.408Z,2015-05-24T20:09:29.408Z
"Disabled train","Oak Grove","Orange Line - Southbound",0,0,2015-07-03T01:00:55.459Z,2015-07-03T01:00:55.459Z
"Overcrowded train","North Station","Orange Line - Southbound",0,0,2015-03-05T14:01:23.899Z,2015-03-05T14:01:23.899Z
"Delayed train","Park Street","Red Line - Southbound",0,0,2015-02-25T13:32:37.216Z,2015-02-25T13:32:37.216Z
"Overcrowded train","Community College","Orange Line - Northbound",0,0,2015-02-27T22:48:24.871Z,2015-02-27T22:48:24.871Z
"Disabled train","Tufts Medical Center","Orange Line - Southbound",0,0,2015-04-07T17:21:49.499Z,2015-04-07T17:21:49.499Z
"Normal conditions","Broadway","Red Line - Southbound",0,0,2015-03-02T23:45:30.937Z,2015-03-02T23:45:30.937Z
"Delayed train","Community College","Orange Line - Northbound",0,0,2015-07-09T20:54:44.238Z,2015-07-09T20:54:44.238Z
"Overcrowded platform","Lechmere","Green Line E - Westbound",0,0,2015-07-10T22:32:47.876Z,2015-07-10T22:32:47.876Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-04-21T11:20:17.364Z,2015-04-21T11:20:17.364Z
"Delayed train","Park Street","Green Line E - Eastbound",0,0,2015-03-03T13:26:42.416Z,2015-03-03T13:26:42.416Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-03-04T14:31:09.409Z,2015-03-04T14:36:09.550Z
"Police action","JFK/UMass","Red Line - Northbound",3,0,2015-04-16T10:36:41.450Z,2015-04-16T10:40:43.928Z
"Overcrowded platform","Downtown Crossing","Orange Line - Southbound",0,0,2015-02-26T21:51:26.722Z,2015-02-26T21:51:26.722Z
"Disabled train","South Station","Red Line - Northbound",1,1,2015-03-02T15:55:15.612Z,2015-03-02T16:04:51.848Z
"Overcrowded train","Porter Square","Red Line - Southbound",0,0,2015-05-29T11:49:49.019Z,2015-05-29T11:49:49.019Z
"Train stopped between stations","Park Street","Red Line - Southbound",0,0,2015-04-06T21:32:30.082Z,2015-04-06T21:32:30.082Z
"Normal conditions","South Street","Green Line B - Eastbound",0,0,2015-03-13T12:45:58.324Z,2015-03-13T12:45:58.324Z
"Police action","Alewife","Red Line - Southbound",0,0,2015-03-09T18:29:11.211Z,2015-03-09T18:29:11.211Z
"Delayed train","Davis","Red Line - Southbound",2,0,2015-02-27T12:28:21.854Z,2015-02-27T12:31:51.300Z
"Delayed train","W. Natick","Framingham-Worcester Line - Inbound",0,0,2015-06-30T10:18:34.319Z,2015-06-30T10:18:34.319Z
"Delayed train","Alewife","Red Line - Southbound",1,0,2015-02-27T11:44:45.728Z,2015-02-27T11:47:19.318Z
"Normal conditions","Broadway","Red Line - Northbound",0,0,2015-02-26T13:02:39.833Z,2015-02-26T13:02:39.833Z
"Overcrowded train","South Station","Red Line - Southbound",0,0,2015-02-26T22:08:19.149Z,2015-02-26T22:08:19.149Z
"Disabled train","Beaconsfield","Green Line D - Eastbound",0,0,2015-07-29T20:43:30.232Z,2015-07-29T20:43:30.232Z
"Delayed train","Quincy Adams","Red Line - Southbound",0,0,2015-02-25T23:57:35.452Z,2015-02-25T23:57:35.452Z
"Normal conditions","Davis","Red Line - Southbound",0,0,2015-02-25T15:06:49.048Z,2015-02-25T15:06:49.048Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-02-26T13:20:32.948Z,2015-02-26T13:20:32.948Z
"Delayed train","Fitchburg","Fitchburg Line - Inbound",0,0,2015-03-10T12:30:37.297Z,2015-03-10T12:30:37.297Z
"Overcrowded train","Massachusetts Ave.","Orange Line - Southbound",0,0,2015-02-25T22:35:10.164Z,2015-02-25T22:35:10.164Z
"Delayed train","Rockport","Newburyport-Rockport Line - Outbound",1,0,2015-03-09T22:31:50.805Z,2015-03-09T22:35:46.256Z
"Normal conditions","South Station","Red Line - Northbound",0,0,2015-04-06T21:51:53.790Z,2015-04-06T21:51:53.790Z
"Train stopped between stations","Downtown Crossing","Red Line - Southbound",1,0,2015-03-04T14:29:09.579Z,2015-03-04T14:31:04.617Z
"Overcrowded platform","Porter Square","Red Line - Southbound",3,0,2015-04-30T12:25:35.463Z,2015-04-30T12:31:40.168Z
"Delayed train","Malden Center","Orange Line - Northbound",1,0,2015-02-26T23:09:44.289Z,2015-02-26T23:15:11.045Z
"Overcrowded platform","Downtown Crossing","Red Line - Southbound",1,0,2015-05-18T22:31:33.944Z,2015-05-18T22:34:59.947Z
"Delayed train","Lechmere","Green Line B - Westbound",0,0,2015-02-27T01:21:26.305Z,2015-02-27T01:21:26.305Z
"Train too crowded to board","Kendall","Red Line - Northbound",1,0,2015-03-03T23:23:59.302Z,2015-03-03T23:23:59.340Z
"Train standing by at station","North Quincy","Red Line - Southbound",1,1,2015-05-26T21:29:55.996Z,2015-05-26T21:36:56.667Z
"Normal conditions","JFK/UMass","Red Line - Northbound",1,0,2015-02-26T23:01:53.805Z,2015-02-26T23:15:37.408Z
"Train too crowded to board","Fenway","Green Line D - Eastbound",0,0,2015-03-16T19:45:47.156Z,2015-03-16T19:45:47.156Z
"Delayed train","South Station","Red Line - Northbound",0,0,2015-03-10T23:13:15.292Z,2015-03-10T23:13:15.292Z
"Delayed train","Central Square","Red Line - Southbound",1,0,2015-05-12T22:52:03.570Z,2015-05-12T22:57:49.308Z
"Overcrowded platform","Malden Center","Orange Line - Southbound",1,0,2015-03-09T12:36:02.211Z,2015-03-09T12:36:08.646Z
"Overcrowded platform","Lechmere","Green Line E - Westbound",0,0,2015-05-27T21:37:15.466Z,2015-05-27T21:37:15.467Z
"Delayed train","Alewife","Red Line - Northbound",1,0,2015-03-09T13:17:43.040Z,2015-03-09T13:21:04.234Z
"Normal conditions","Haymarket","Orange Line - Southbound",0,0,2015-03-04T14:14:17.056Z,2015-03-04T14:14:17.056Z
"Normal conditions","Assembly","Orange Line - Southbound",0,0,2015-04-04T19:11:05.413Z,2015-04-04T19:11:05.413Z
"Train standing by at station","Davis","Red Line - Northbound",0,0,2015-05-29T21:00:50.806Z,2015-05-29T21:00:50.806Z
"Disabled train","Chinatown","Orange Line - Northbound",2,0,2015-04-07T21:24:57.246Z,2015-04-07T21:34:45.549Z
"Delayed train","South Station","Red Line - Northbound",1,0,2015-03-03T01:39:15.883Z,2015-03-03T01:47:32.251Z
